Timestamp,Channel 1,Channel 2
1088.354845,-1.0,
1088.355277,3.0,
1088.355712,-1.0,
1088.356089,-1.0,
1088.356503,-2.0,
1088.356936,-1.0,
1088.357368,-2.0,
1088.357744,0.0,
1088.358017,-2.0,
1088.358296,-2.0,
1088.358627,0.0,
1088.358906,-1.0,
1088.359186,0.0,
1088.359427,0.0,
1088.35967,-1.0,
1088.359941,-1088560602.0,-1.0
1088.561038,1.0,
1088.561454,-2.0,
1088.561886,-3.0,
1088.562303,1.0,
1088.562713,0.0,
1088.563111,-3.0,
1088.563535,2.0,
1088.563938,0.0,
1088.564387,-2.0,
1088.564815,0.0,
1088.565222,0.0,
1088.565626,-4.0,
1088.566048,-3.0,
1088.566476,-3.0,
1088.566899,1.0,
1088.567318,-2.0,
1088.567794,1.0,
1088.568206,-1.0,
1088.568653,-1.0,
1088.56909,1.0,
1088.569494,-4.0,
1088.56992,-2.0,
1088.570351,2.0,
1088.570768,-4.0,
1088.571237,-1.0,
1088.571694,0.0,
1088.572099,0.0,
1088.572499,-3.0,
1088.572922,-2.0,
1088.573344,-1.0,
1088.573772,0.0,
1088.574111,0.0,
1088.574519,-2.0,
1088.574957,0.0,
1088.575357,1.0,
1088.575766,1.0,
1088.576115,-2.0,
1088.576525,2.0,
1088.576929,1.0,
1088.57733,0.0,
1088.577736,-2.0,
1088.578117,0.0,
1088.578511,-1.0,
1088.578939,2.0,
1088.57935,2.0,
1088.579752,1.0,
1088.58011,2.0,
1088.580487,1.0,
1088.580893,-1.0,
1088.581355,1.0,
1088.581781,0.0,
1088.582134,-3.0,
1088.582549,0.0,
1088.58296,1.0,
1088.583346,-4.0,
1088.583774,0.0,
1088.584131,-1.0,
1088.584575,0.0,
1088.584998,-2.0,
1088.585425,-2.0,
1088.585853,0.0,
1088.586261,-2.0,
1088.586684,-1.0,
1088.587107,-1.0,
1088.587534,1.0,
1088.587967,-1.0,
1088.588397,-1.0,
1088.588828,-3.0,
1088.589259,-3.0,
1088.589692,0.0,
1088.590104,1.0,
1088.590499,1.0,
1088.590898,0.0,
1088.591327,0.0,
1088.591741,-2.0,
1088.592122,0.0,
1088.592503,0.0,
1088.592896,-2.0,
1088.593327,-3.0,
1088.593758,-3.0,
1088.594141,1.0,
1088.594562,-3.0,
1088.595007,0.0,
1088.595414,-3.0,
1088.595846,-2.0,
1088.596258,-2.0,
1088.596686,1.0,
1088.597085,-3.0,
1088.597502,0.0,
1088.59797,0.0,
1088.598393,-1.0,
1088.598827,1.0,
1088.599241,-2.0,
1088.599667,0.0,
1088.600078,0.0,
1088.600478,-1.0,
1088.600912,-1.0,
1088.601382,-1.0,
1088.601817,0.0,
1088.602229,1.0,
1088.602633,0.0,
1088.603038,-1.0,
1088.603467,-1.0,
1088.603885,1.0,
1088.604283,0.0,
1088.604714,0.0,
1088.605072,-2.0,
1088.605484,-4.0,
1088.605907,-1.0,
1088.60634,2.0,
1088.606739,1.0,
1088.607137,-1.0,
1088.607553,-2.0,
1088.608019,-1.0,
1088.608465,-2.0,
1088.608888,0.0,
1088.609297,1.0,
1088.609699,-1.0,
1088.610125,0.0,
1088.610533,0.0,
1088.610929,-1.0,
1088.611396,-2.0,
1088.611851,-3.0,
1088.612277,-1.0,
1088.612696,-2.0,
1088.613117,0.0,
1088.613515,2.0,
1088.613908,1.0,
1088.614312,-1.0,
1088.61477,-1.0,
1088.615216,1.0,
1088.615625,-2.0,
1088.616052,1.0,
1088.616462,0.0,
1088.616863,-2.0,
1088.617287,0.0,
1088.617682,-1.0,
1088.618092,-1.0,
1088.618523,-2.0,
1088.618949,-1.0,
1088.619378,0.0,
1088.619784,0.0,
1088.620132,2.0,
1088.620502,0.0,
1088.620893,0.0,
1088.621336,1.0,
1088.621742,-1.0,
1088.622119,-3.0,
1088.62252,-2.0,
1088.622944,-2.0,
1088.62337,-1.0,
1088.623794,-2.0,
1088.624216,0.0,
1088.624664,-2.0,
1088.625102,-1.0,
1088.625534,-2.0,
1088.625958,0.0,
1088.626364,1.0,
1088.626759,0.0,
1088.627107,1.0,
1088.627478,0.0,
1088.627923,1.0,
1088.628346,-1.0,
1088.62878,-1.0,
1088.629203,-2.0,
1088.629628,0.0,
1088.630035,0.0,
1088.630447,0.0,
1088.630849,-4.0,
1088.631315,-1.0,
1088.631745,-3.0,
1088.632092,0.0,
1088.632487,-3.0,
1088.63291,1.0,
1088.63333,1.0,
1088.633727,-1.0,
1088.634103,-1.0,
1088.634536,-1.0,
1088.63499,-1.0,
1088.635428,-2.0,
1088.635847,0.0,
1088.636247,-1.0,
1088.636671,-1.0,
1088.637098,-3.0,
1088.637522,0.0,
1088.637967,2.0,
1088.638372,-2.0,
1088.638797,-3.0,
1088.639219,-2.0,
1088.639649,-4.0,
