Timestamp,Channel 1
118406489.0,-3.0
118406916.0,-1.0
118407340.0,2.0
118407748.0,-1.0
118408112.0,1.0
118408481.0,0.0
118408908.0,-1.0
118409350.0,-1.0
118409789.0,-1.0
118410222.0,1.0
118410619.0,0.0
118411016.0,-2.0
118411450.0,3.0
118411839.0,1.0
118412231.0,-1.0
118412693.0,0.0
118413123.0,2.0
118413517.0,-3.0
118413942.0,-1.0
118414368.0,-1.0
118414783.0,0.0
118415134.0,-1.0
118415535.0,-2.0
118415955.0,0.0
118416404.0,-1.0
118416837.0,0.0
118417243.0,-1.0
118417664.0,0.0
118418063.0,-2.0
118418487.0,-4.0
118418907.0,0.0
118419316.0,2.0
118419708.0,-1.0
118420116.0,-1.0
118420542.0,-1.0
118420970.0,-1.0
118421396.0,-1.0
118421822.0,-4.0
118422250.0,0.0
118422645.0,-2.0
118423061.0,4.0
118423459.0,0.0
118423885.0,2.0
118424304.0,-2.0
118424738.0,-1.0
118425112.0,-2.0
118425513.0,-2.0
118425936.0,0.0
118426335.0,1.0
118426715.0,2.0
118427105.0,0.0
118427534.0,-3.0
118427975.0,-1.0
118428408.0,1.0
118428809.0,-1.0
118429230.0,1.0
118429624.0,-2.0
118430039.0,1.0
118430436.0,-1.0
118430857.0,-1.0
118431321.0,-1.0
118431761.0,-1.0
118432140.0,1.0
118432527.0,1.0
118432929.0,1.0
118433320.0,0.0
118433716.0,0.0
118434101.0,-2.0
118434525.0,1.0
118434984.0,1.0
118435395.0,-2.0
118435823.0,-2.0
118436241.0,-3.0
118436662.0,-1.0
118437079.0,0.0
118437474.0,0.0
118437874.0,-1.0
118438305.0,1.0
118438742.0,-4.0
118439137.0,0.0
118439523.0,-1.0
118439948.0,-3.0
118440372.0,1.0
118440785.0,-1.0
118441154.0,0.0
118441530.0,-1.0
118441960.0,1.0
118442398.0,-3.0
118442844.0,0.0
118443244.0,0.0
118443645.0,0.0
118444040.0,0.0
118444439.0,0.0
118444838.0,-1.0
118445259.0,-2.0
118445676.0,-1.0
118446136.0,-2.0
118446569.0,-1.0
118446985.0,0.0
118447388.0,-2.0
118447815.0,1.0
118448220.0,-2.0
118448645.0,-1.0
118449069.0,-1.0
118449499.0,0.0
118449949.0,-2.0
118450382.0,0.0
118450793.0,-1.0
118451216.0,-1.0
118451641.0,-2.0
118452066.0,-2.0
118452485.0,-2.0
118452922.0,-3.0
118453339.0,-2.0
118453797.0,-2.0
118454243.0,-1.0
118454672.0,3.0
118455078.0,0.0
118455417.0,3.0
118455687.0,0.0
118455943.0,3.0
118456183.0,-5.0
118456456.0,-6.0
118456768.0,-4.0
118457051.0,1.0
118457301.0,1.0
118457547.0,-1.0
1184578121498606.0,-1.0
121499030.0,1.0
121499447.0,0.0
121499851.0,0.0
121500242.0,0.0
121500631.0,0.0
121501030.0,0.0
121501429.0,0.0
121501823.0,-2.0
121502243.0,0.0
121502679.0,0.0
121503093.0,-4.0
121503526.0,-4.0
121503958.0,-5.0
121504387.0,-1.0
121504796.0,0.0
121505202.0,0.0
121505597.0,-2.0
121506015.0,0.0
121506460.0,1.0
121506866.0,0.0
121507272.0,1.0
121507674.0,0.0
121508065.0,0.0
121508459.0,2.0
121508854.0,-1.0
121509281.0,-1.0
121509712.0,0.0
121510108.0,-1.0
121510528.0,-2.0
121510960.0,1.0
121511364.0,-1.0
121511790.0,-2.0
121512214.0,0.0
121512609.0,-1.0
121513038.0,-1.0
121513459.0,2.0
121513895.0,1.0
121514302.0,1.0
121514705.0,-1.0
121515136.0,1.0
121515537.0,0.0
121515932.0,-1.0
121516361.0,-2.0
121516789.0,1.0
121517146.0,0.0
121517576.0,-1.0
121518016.0,-1.0
121518444.0,0.0
121518852.0,0.0
121519245.0,-1.0
121519673.0,-2.0
121520097.0,3.0
121520501.0,-1.0
121520923.0,-1.0
121521377.0,-1.0
121521826.0,3.0
121522244.0,-1.0
121522664.0,-5.0
121523072.0,-2.0
121523497.0,0.0
121523891.0,-1.0
121524314.0,-1.0
121524737.0,-3.0
121525209.0,1.0
121525629.0,1.0
121526026.0,0.0
121526417.0,1.0
121526805.0,-2.0
121527228.0,-2.0
121527654.0,3.0
121528063.0,0.0
121528467.0,-3.0
121528924.0,-1.0
121529349.0,-1.0
121529780.0,-2.0
121530209.0,3.0
121530611.0,0.0
121531011.0,0.0
121531409.0,0.0
121531796.0,-1.0
121532233.0,2.0
121532688.0,-1.0
121533132.0,0.0
121533539.0,1.0
121533948.0,0.0
121534337.0,0.0
121534724.0,-1.0
121535097.0,-2.0
121535499.0,0.0
121535901.0,0.0
121536326.0,-1.0
121536772.0,1.0
121537123.0,3.0
121537504.0,0.0
121537898.0,0.0
121538291.0,-3.0
121538717.0,-1.0
121539129.0,1.0
121539541.0,-1.0
121539999.0,-1.0
121540439.0,-1.0
121540871.0,-1.0
121541291.0,-1.0
121541717.0,1.0
121542117.0,-1.0
121542540.0,1.0
121542933.0,-1.0
121543353.0,0.0
121543799.0,-1.0
121544244.0,3.0
121544651.0,-1.0
121545074.0,-1.0
121545494.0,2.0
121545900.0,0.0
121546300.0,0.0
121546698.0,-1.0
121547124.0,0.0
121547570.0,0.0
121547981.0,-6.0
121548419.0,0.0
121548817.0,0.0
121549218.0,-2.0
121549642.0,0.0
121550048.0,2.0
121550438.0,0.0
121550830.0,0.0
121551265.0,-3.0
121551705.0,0.0
121552118.0,0.0
121552519.0,0.0
121552917.0,-1.0
121553339.0,-1.0
121553771.0,-1.0
121554133.0,1.0
121554516.0,-1.0
121554985.0,-2.0
121555419.0,-3.0
121555848.0,-1.0
121556266.0,2.0
121556674.0,-2.0
121557096.0,0.0
121557493.0,0.0
121557879.0,-1.0
121558308.0,0.0
121558758.0,-1.0
121559138.0,-2.0
121559554.0,1.0
121559964.0,-1.0
121560388.0,-2.0
121560811.0,1.0
121561214.0,1.0
121561609.0,0.0
121561994.0,1.0
121562423.0,-2.0
121562859.0,-3.0
121563284.0,0.0
121563690.0,2.0
121564090.0,1.0
121564491.0,-2.0
121564916.0,-1.0
121565341.0,0.0
121565739.0,-2.0
121566136.0,-2.0
121566554.0,-2.0
121566982.0,-1.0
121567409.0,0.0
121567803.0,-1.0
121568226.0,0.0
121568643.0,-3.0
121569053.0,-1.0
121569484.0,-2.0
121569948.0,-2.0
121570391.0,-1.0
121570817.0,0.0
121571232.0,-2.0
121571656.0,0.0
121572072.0,0.0
121572479.0,1.0
121572875.0,1.0
121573273.0,-2.0
121573740.0,-1.0
121574126.0,-3.0
121574531.0,-2.0
121574964.0,3.0
121575372.0,-1.0
121575790.0,0.0
121576203.0,-2.0
121576625.0,2.0
121577036.0,-1.0
121577496.0,-3.0
121577929.0,-2.0
121578366.0,-1.0
121578785.0,-1.0
121579209.0,0.0
121579617.0,-1.0
121580037.0,1.0
121580445.0,0.0
121580846.0,-1.0
121581309.0,-3.0
121581735.0,1.0
121582092.0,-1.0
121582494.0,0.0
121582903.0,-1.0
121583327.0,1.0
121583733.0,0.0
121584123.0,0.0
121584505.0,1.0
121584934.0,-2.0
121585379.0,1.0
121585783.0,-1.0
121586206.0,-1.0
121586636.0,0.0
121587037.0,-1.0
121587445.0,0.0
121587846.0,-3.0
121588267.0,-1.0
